,smiles,IC50,pchembl,type,ID
1157,CCCc1cc(nc(n1)C#N)c2cccc(CC)c2,83.0,7.08,IC50,CHEMBL1209308
1158,CCCc1cccc(c1)c2cc(CCC)nc(n2)C#N,410.0,6.39,IC50,CHEMBL1209309
1159,CCCc1cc(nc(n1)C#N)c2cccc(c2)C(C)C,195.0,6.71,IC50,CHEMBL1209310
1160,CCCc1cc(nc(n1)C#N)c2cccc(CC(C)C)c2,224.0,6.65,IC50,CHEMBL1209311
1162,CCCc1cc(nc(n1)C#N)c2cccc(OC(F)(F)F)c2,115.0,6.94,IC50,CHEMBL1209312
1163,CCCc1cc(nc(n1)C#N)c2cccc(c2)C3CC3,200.0,6.7,IC50,CHEMBL1209313
1164,CCCc1cc(nc(n1)C#N)c2cccc(c2)C3CCC3,63.0,7.2,IC50,CHEMBL1209374
1166,CCCc1cc(nc(n1)C#N)c2cc(cc(c2)C(F)(F)F)C(F)(F)F,51.0,7.29,IC50,CHEMBL1209375
1167,CCCc1cc(nc(n1)C#N)c2cc(ccc2Cl)C(F)(F)F,1047.0,5.98,IC50,CHEMBL1209376
1168,CCCc1cc(nc(n1)C#N)c2ccc(F)c(c2)C(F)(F)F,13.0,7.89,IC50,CHEMBL1209377
1170,CCCc1cc(nc(n1)C#N)c2ccc(C)c(c2)C(F)(F)F,10.0,8.0,IC50,CHEMBL1209448
1171,CCCc1cc(nc(n1)C#N)c2ccc(OC)c(c2)C(F)(F)F,15.0,7.82,IC50,CHEMBL1209449
1172,CCCc1cc(nc(n1)C#N)c2ccc(OCC)c(c2)C(F)(F)F,6.0,8.22,IC50,CHEMBL1209450
1173,CCCc1cc(nc(n1)C#N)c2ccc(OC(F)(F)F)c(c2)C(F)(F)F,32.0,7.5,IC50,CHEMBL1209451
1174,CCCc1cc(nc(n1)C#N)c2ccc(OC(C)C)c(c2)C(F)(F)F,58.0,7.24,IC50,CHEMBL1209452
1175,FC(F)(F)c1cccc(c1)c2nc(C#N)c3nc[nH]c3n2,60.0,7.22,IC50,CHEMBL1209453
1176,COc1ccc(cc1C(F)(F)F)c2nc(C#N)c3nc[nH]c3n2,23.0,7.64,IC50,CHEMBL1209530
1136,CCOc1ccc(cc1C(F)(F)F)c2nc(C#N)c3nc[nH]c3n2,3.9,8.41,IC50,CHEMBL1209531
1178,CCOc1ccc(cc1C(F)(F)F)c2nc(C#N)c3ncn(CC)c3n2,7.2,8.14,IC50,CHEMBL1209532
1179,CCOc1ccc(cc1C(F)(F)F)c2nc(C#N)c3ncn(CCO)c3n2,4.5,8.35,IC50,CHEMBL1209533
1186,CCOc1ccc(cc1C(F)(F)F)c2nc(C#N)c3ncn(CCCN(C)C)c3n2,59.0,7.23,IC50,CHEMBL1209534
1097,FC(F)(F)c1cc(ccc1OCCN2CCCC2=O)c3cccc(n3)C#N,29.0,7.54,IC50,CHEMBL1209771
1134,CCOc1ccc(cc1C(F)(F)F)c2cccc(n2)C#N,1660.0,5.78,IC50,CHEMBL1209772
1133,FC(F)(F)c1cccc(c1)c2cc3[nH]cnc3c(n2)C#N,1047.0,5.98,IC50,CHEMBL1209854
1132,COc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,339.0,6.47,IC50,CHEMBL1209855
1131,CCOc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,25.0,7.6,IC50,CHEMBL1209856
1130,OCCOc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,145.0,6.84,IC50,CHEMBL1209857
1129,CCCOc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,200.0,6.7,IC50,CHEMBL1209858
1128,OCCCOc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,63.0,7.2,IC50,CHEMBL1209859
1090,OCCCOc1ccc(cc1C(F)(F)F)c2ccnc(n2)C#N,4.5,8.35,IC50,CHEMBL1210690
1092,FC(F)(F)c1cccc(c1)c2cccc(n2)C#N,2884.0,5.54,IC50,CHEMBL1210691
1094,OCCCOc1ccc(cc1C(F)(F)F)c2cccc(n2)C#N,155.0,6.81,IC50,CHEMBL1210763
1096,CCc1nccn1CCCOc2ccc(cc2C(F)(F)F)c3cccc(n3)C#N,31.0,7.51,IC50,CHEMBL1210764
131,CN1CCN(CC1)c2ccc(cc2)c3cccc(c3)C(CC4CCC4)C(=O)NCC#N,2310.0,5.64,IC50,CHEMBL122043
127,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCNCC3,1245.0,5.91,IC50,CHEMBL122149
144,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc3cc[nH]c3c2,1257.0,5.9,IC50,CHEMBL122318
145,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc3[nH]ccc3c2,922.0,6.04,IC50,CHEMBL122324
132,CC(C)CC(NC(=O)c1ccccc1)C(=O)NCC#N,41.0,7.39,IC50,CHEMBL122513
152,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(CC3)C(=O)OC(C)(C)C,1298.0,5.89,IC50,CHEMBL122561
153,CC(C)CC(C(=O)NCC#N)c1ccc(cc1)c2ccccc2,3343.0,5.48,IC50,CHEMBL122672
156,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccccc2,1578.0,5.8,IC50,CHEMBL122764
129,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C3CNCCN3,521.0,6.28,IC50,CHEMBL122812
151,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C3=CCNCC3,652.0,6.19,IC50,CHEMBL123037
155,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C3CCNCC3,1421.0,5.85,IC50,CHEMBL123038
157,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)S(=O)(=O)C,6623.0,5.18,IC50,CHEMBL123178
126,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(CC3)C(C)(C)C,8340.0,5.08,IC50,CHEMBL123199
147,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(CC(=O)C)CC3,2364.0,5.63,IC50,CHEMBL123200
142,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(C)CC3,1695.0,5.77,IC50,CHEMBL123227
138,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(CCO)CC3,609.0,6.21,IC50,CHEMBL123291
154,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2cccnc2,8039.0,5.09,IC50,CHEMBL123592
1491,CN1CCC(CC1)(NC(=O)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3)C#N,1.5,8.82,IC50,CHEMBL1236882
128,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCOCC3,9422.0,5.03,IC50,CHEMBL124159
141,CC(C)CC(C(=O)N(CC#N)OC(=O)C(F)(F)F)c1cccc(c1)c2ccncc2,1748.0,5.76,IC50,CHEMBL125656
159,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)c3ccncc3,1365.0,5.87,IC50,CHEMBL126152
135,CN1CCN(CC1)c2ccc(cc2)c3cccc(c3)C(CC4CC4)C(=O)NCC#N,6597.0,5.18,IC50,CHEMBL126210
1191,CC(C)(NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F)C(=O)N,16.0,7.8,IC50,CHEMBL1270269
1219,CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccc(cc3F)C#N)C#N,169.0,6.77,IC50,CHEMBL1288530
1220,CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C3(CC3)C(=O)N)C(F)(F)F)C(=O)N[C@@H](Cc4ccc(cc4F)C#N)C#N,408.0,6.39,IC50,CHEMBL1288531
1221,CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](Cc3ccc(cc3F)C#N)C#N,322.0,6.49,IC50,CHEMBL1288532
1195,CCC(NC(=O)c1cccc(c1)C(F)(F)F)C=O,1070.0,5.97,IC50,CHEMBL1288588
1196,CCC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C=O,31.0,7.51,IC50,CHEMBL1288613
1197,CCC(NC(=O)c1cccc(c1F)C(F)(F)F)C=O,36.0,7.44,IC50,CHEMBL1288614
1198,CCC(NC(=O)c1cccc(c1C)C(F)(F)F)C=O,18.0,7.75,IC50,CHEMBL1288615
1200,CC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C=O,110.0,6.96,IC50,CHEMBL1288653
1199,CCC(NC(=O)c1cccc(c1OC)C(F)(F)F)C=O,692.0,6.16,IC50,CHEMBL1289074
1201,CC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)N,30.9,7.51,IC50,CHEMBL1289192
1202,CC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc2cc[nH]n2,14.1,7.85,IC50,CHEMBL1289193
1203,CC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc2cc(C)[nH]n2,10.5,7.98,IC50,CHEMBL1289194
1204,CC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc2ccn(C)n2,8.5,8.07,IC50,CHEMBL1289304
1216,CCC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc2cc[nH]n2,1300.0,5.89,IC50,CHEMBL1289305
1206,CCOc1ccc(C(=O)NC(C)C(=O)C(=O)N)c(Cl)c1C(F)(F)F,11.0,7.96,IC50,CHEMBL1289422
1207,CCOc1ccc(C(=O)NC(C)C(=O)C(=O)Nc2cc[nH]n2)c(Cl)c1C(F)(F)F,2.9,8.54,IC50,CHEMBL1289423
1208,CC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)N,4.8,8.32,IC50,CHEMBL1289535
1217,CCC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)N,1925.0,5.72,IC50,CHEMBL1289536
1210,CC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc3ccn(C)n3,1.0,9.0,IC50,CHEMBL1289644
1218,CCC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc3ccn(C)n3,78.0,7.11,IC50,CHEMBL1289645
1212,CC(C)C(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc3ccn(C)n3,2.3,8.64,IC50,CHEMBL1289749
1213,CCCCC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc3ccn(C)n3,1.9,8.72,IC50,CHEMBL1289750
1214,CNC(=O)C(=O)C(C)NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F,19.5,7.71,IC50,CHEMBL1289856
84,Cc1cccc(C[C@H](Nc2ccc3COC(=O)c3c2)C(=O)N[C@@H](COCc4ccc(F)c(c4)C(=O)O)C#N)c1,1000.0,6.0,IC50,CHEMBL131688
83,Cc1cccc(C[C@H](Nc2ccc3c(c2)C(=O)OC3(C)C)C(=O)N[C@@H](COCc4cccc(c4)C(=O)O)C#N)c1,780.0,6.11,IC50,CHEMBL131732
80,Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@@H](COCc3ccc(F)c(c3)C(=O)O)C#N)c1,1600.0,5.8,IC50,CHEMBL133107
76,Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@@H](COCc3ccccc3)C#N)c1,1200.0,5.92,IC50,CHEMBL133508
81,Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@@H](COCc3ccc(cc3)C(=O)O)C#N)c1,3900.0,5.41,IC50,CHEMBL133785
164,Cc1cccc(C[C@H](NC(=O)c2ccc(F)cc2F)C(=O)N[C@@H](COCc3cccc(c3)C(=O)O)C#N)c1,937.0,6.03,IC50,CHEMBL134083
166,Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c3ccccc3)C(=O)NCC#N)c1,88.0,7.06,IC50,CHEMBL140756
162,O=C(Cc1ccccc1)N[C@@H](Cc2ccccc2)C(=O)NCC#N,226.0,6.65,IC50,CHEMBL140794
25,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc2ccccc2Cl)C#N,9.0,8.05,IC50,CHEMBL149523
32,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](C#N)C(C)C,1400.0,5.85,IC50,CHEMBL149687
41,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](C)C#N,142.0,6.85,IC50,CHEMBL149736
6,Clc1ccccc1COC[C@H](NC(=O)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3)C#N,8.0,8.1,IC50,CHEMBL150253
8,CC(C)(NC(=O)[C@H](CC1CCCCC1)NC(=O)N2CCOCC2)C#N,17.0,7.77,IC50,CHEMBL150358
40,CCCC[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)C#N,41.0,7.39,IC50,CHEMBL150574
2,CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)C#N,11000.0,4.96,IC50,CHEMBL151641
12,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc2ccc(Cl)cc2)C#N,27.0,7.57,IC50,CHEMBL151642
24,Cc1ccccc1COC[C@H](NC(=O)[C@H](CC(C)(C)C)NC(=O)N2CCOCC2)C#N,12.0,7.92,IC50,CHEMBL152940
27,O=C(N[C@@H](COCc1ccccc1)C#N)[C@H](CC2CCCCC2)NC(=O)c3occc3,21.0,7.68,IC50,CHEMBL153018
36,CCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1)C#N,82.0,7.09,IC50,CHEMBL153166
14,O=C(N[C@@H](CCc1ccccc1)C#N)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3,5.0,8.3,IC50,CHEMBL153239
37,O=C(N[C@@H](COCc1ccccc1)C#N)[C@H](CC2CCCCC2)NC(=O)c3cnccn3,9.0,8.05,IC50,CHEMBL153248
4,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](Cc2ccc(Cl)c(Cl)c2)C#N,56.0,7.25,IC50,CHEMBL153319
7,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,124.0,6.91,IC50,CHEMBL153370
3,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)C#N,47.0,7.33,IC50,CHEMBL153678
5,CC(C)(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc2ccccc2)C#N,8.0,8.1,IC50,CHEMBL153783
10,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc2ccccc2)C#N,19.0,7.72,IC50,CHEMBL153813
34,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](Cc2ccccc2)C#N,130.0,6.89,IC50,CHEMBL154808
42,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#C,97000.0,4.01,IC50,CHEMBL155102
35,O=C(N[C@@H](COCc1ccccc1)C#N)[C@H](CC2CCCCC2)NC(=O)c3cccs3,5.0,8.3,IC50,CHEMBL155560
1238,CN1CCC(CCOc2ccc(cc2C(F)(F)F)c3cc4c(ncn4C)c(n3)C#N)CC1,10.0,8.0,IC50,CHEMBL1669275
1908,CN(C)C(=O)CN1CCC(CCOc2ccc(cc2C(F)(F)F)c3cc4c(ncn4C)c(n3)C#N)CC1,8.3,8.08,IC50,CHEMBL1669276
1240,Cc1onc(C)c1CN2CCC(CCOc3ccc(cc3C(F)(F)F)c4cc5c(ncn5C)c(n4)C#N)CC2,12.0,7.92,IC50,CHEMBL1669277
1241,Cn1cnc2c(nc(cc12)c3ccc(OCCC4CCN(Cc5occn5)CC4)c(c3)C(F)(F)F)C#N,39.0,7.41,IC50,CHEMBL1669278
1230,Cc1oc(CN2CCC(CCOc3ccc(cc3C(F)(F)F)c4cc5c(ncn5C)c(n4)C#N)CC2)nn1,14.1,7.85,IC50,CHEMBL1669279
1243,Cc1noc(CN2CCC(CCOc3ccc(cc3C(F)(F)F)c4cc5c(ncn5C)c(n4)C#N)CC2)n1,294.0,6.53,IC50,CHEMBL1669280
1244,CC(=O)N1CCC(CCOc2ccc(cc2C(F)(F)F)c3cc4c(ncn4C)c(n3)C#N)CC1,235.0,6.63,IC50,CHEMBL1669281
1233,Cn1cnc2c(nc(cc12)c3ccc(OCCC4CCN(CC4)S(=O)(=O)C)c(c3)C(F)(F)F)C#N,27.0,7.57,IC50,CHEMBL1669282
1246,N#CN1CCC(CCc2ccccc2)C1,1584.89,5.8,IC50,CHEMBL1672419
1248,N#CN1CCCC(CCc2ccccc2)C1,7943.28,5.1,IC50,CHEMBL1672420
1249,O=S(=O)(N[C@H]1CCN(C1)C#N)c2ccccc2,501.19,6.3,IC50,CHEMBL1672421
1250,O=S(=O)(N[C@@H]1CCN(C1)C#N)c2ccccc2,1584.89,5.8,IC50,CHEMBL1672422
1251,Fc1ccc(cc1)C(=O)N[C@@H]2CCN(C2)C#N,12589.25,4.9,IC50,CHEMBL1672423
1252,O=C(N[C@@H]1CCN(C1)C#N)Nc2ccccc2,3981.07,5.4,IC50,CHEMBL1672424
1253,Brc1cccc(c1)S(=O)(=O)N[C@@H]2CCN(C2)C#N,316.23,6.5,IC50,CHEMBL1672425
1254,COc1ccc(OC)c(c1)S(=O)(=O)N[C@@H]2CCN(C2)C#N,1995.26,5.7,IC50,CHEMBL1672426
1255,Brc1ccc(Br)c(c1)S(=O)(=O)N[C@@H]2CCN(C2)C#N,125.89,6.9,IC50,CHEMBL1672427
1258,C[C@@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cccc(Br)c2,15848.93,4.8,IC50,CHEMBL1672430
1260,C[C@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cccc(Br)c2,3981.07,5.4,IC50,CHEMBL1672432
1261,COc1ccc(OC)c(c1)S(=O)(=O)N[C@@H]2C[C@H](C)N(C2)C#N,15848.93,4.8,IC50,CHEMBL1672433
1262,C[C@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cc(Br)ccc2Br,1000.0,6.0,IC50,CHEMBL1672434
510,NC(=O)OC(CN1CCN(CC1)c2ccccc2C#N)Cn3nc(c4CN(CCc34)C(=O)N)c5ccc(I)cc5,10.0,8.0,IC50,CHEMBL178194
206,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(OC(F)(F)F)cc6,130.0,6.89,IC50,CHEMBL178262
194,CN1C(=O)N(C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(cc5)C(F)(F)F)CC2)c6ccccc16,110.0,6.96,IC50,CHEMBL178914
191,CCCCN1C(=O)N(C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(Cl)c(C)c5)CC2)c6ccccc16,140.0,6.85,IC50,CHEMBL179122
178,CC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(cc6)C(F)(F)F,200.0,6.7,IC50,CHEMBL179835
209,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(cc6)C(F)(F)F,100.0,7.0,IC50,CHEMBL179842
205,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(Cl)c(C)c6,130.0,6.89,IC50,CHEMBL179867
183,CN1C(=O)N(C2CCN(CCCn3nc(c4CN(CCc34)S(=O)(=O)C)c5ccc(Cl)c(Cl)c5)CC2)c6ccccc16,50.0,7.3,IC50,CHEMBL180108
227,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCN(CC3)C(c4ccc(F)cc4)c5ccc(F)cc5)c6ccc(Cl)cc6,1000.0,6.0,IC50,CHEMBL180232
197,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(Br)cc6,120.0,6.92,IC50,CHEMBL180297
170,Cc1cc(ccc1Cl)c2nn(CC(O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6CCN(Cc26)S(=O)(=O)C,50.0,7.3,IC50,CHEMBL180303
216,C[C@@H](NC(=O)C(=O)[C@H](CCCCNC(=O)N1CCOCC1)NC(=O)OCC2(Cc3ccc(F)cc3)CCC2)c4ccccc4,27.0,7.57,IC50,CHEMBL180528
173,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(Br)cc6,50.0,7.3,IC50,CHEMBL180571
1265,C[C@@H]1CC[C@H](NC(=O)[C@H](CC2=CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,4.9,8.31,IC50,CHEMBL1807645
1266,C[C@@H]1CC[C@H](NC(=O)[C@H](CC2CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,0.76,9.12,IC50,CHEMBL1807646
1284,C[C@@H]1CC[C@H](NC(=O)[C@H](CC2CCCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,1780.0,5.75,IC50,CHEMBL1807647
1269,CC(C)C[C@H](NC(=O)c1occc1)C(=O)N[C@H]2CC[C@@H](C)N(CC2=O)S(=O)(=O)c3ccccn3,2.9,8.54,IC50,CHEMBL1807649
1285,C[C@@H]1CC[C@H](NC(=O)[C@H](CC(C)(C)C)NC(=O)c2occc2)C(=O)CN1S(=O)(=O)c3ccccn3,4800.0,5.32,IC50,CHEMBL1807650
1286,C[C@@H]1CC[C@H](NC(=O)[C@H](CC2(C)CCCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,1400.0,5.85,IC50,CHEMBL1807652
1273,C[C@@H]1CC[C@H](NC(=O)[C@@H](CC2(C)CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,101.0,7.0,IC50,CHEMBL1807695
1274,C[C@@H]1CC[C@H](NC(=O)[C@@H](CC2(C)CCCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,37.0,7.43,IC50,CHEMBL1807696
1275,C[C@@H]1CC[C@H](NC(=O)[C@H](CCC2CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,1.9,8.72,IC50,CHEMBL1807697
1276,CC1CCC(C[C@H](NC(=O)c2occc2)C(=O)N[C@H]3CC[C@@H](C)N(CC3=O)S(=O)(=O)c4ccccn4)CC1,0.5,9.3,IC50,CHEMBL1807698
1277,C[C@@H]1CC[C@H](NC(=O)[C@H](CC2CCC(C)(C)CC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,1.2,8.92,IC50,CHEMBL1807699
1278,C[C@@H]1CC[C@H](NC(=O)[C@H](CCC2CCCC2)NC(=O)N3CCOCC3)C(=O)CN1S(=O)(=O)c4ccccn4,0.58,9.24,IC50,CHEMBL1807700
1287,C[C@@H]1CC[C@H](NC(=O)[C@H](CC2(C)CCCCC2)NC(=O)N3CCOCC3)C(=O)CN1S(=O)(=O)c4ccccn4,570.0,6.24,IC50,CHEMBL1807701
1280,C[C@@H]1CC[C@H](NC(=O)[C@H](CC23CCC(CC2)C3(C)C)NC(=O)N4CCOCC4)C(=O)CN1S(=O)(=O)c5ccccn5,1.5,8.82,IC50,CHEMBL1807702
1281,C[C@@H]1CC[C@H](NC(=O)[C@H](CC2(C)CCCCC2)NC(=O)c3occc3)C(=O)CN1C(=O)c4ccccn4,1.5,8.82,IC50,CHEMBL1807703
1282,CC(C)C[C@H](NC(=O)c1occc1)C(=O)N[C@H]2CC[C@@H](C)N(CC2=O)C(=O)c3ccccn3,31.6,7.5,IC50,CHEMBL1807704
184,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(Br)cc6,50.0,7.3,IC50,CHEMBL180876
181,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(cc6)C(F)(F)F,30.0,7.52,IC50,CHEMBL181160
177,CC(=O)N1CCc2c(C1)c(nn2C[C@H](O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(Cl)c(C)c6,350.0,6.46,IC50,CHEMBL181413
199,COc1ccc2c(c1)nc(O)n2C3CCN(CC(O)Cn4nc(c5CN(CCc45)C(=O)C)c6ccc(Br)cc6)CC3,140.0,6.85,IC50,CHEMBL181470
192,CC(C)N1C(=O)N(C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(Cl)c(C)c5)CC2)c6ccccc16,100.0,7.0,IC50,CHEMBL181564
219,CCCC[C@H](NC(=O)OCC(C)(C)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c2ccccc2,20.0,7.7,IC50,CHEMBL182775
273,CC(C)C[C@H](Nc1cscc1c2ccc(cc2)N3CCNCC3)C(=O)NCC#N,102.0,6.99,IC50,CHEMBL182956
187,CN1C(=O)N(C2CCN(CCCn3nc(c4CN(CCc34)S(=O)(=O)C)c5ccc(Br)cc5)CC2)c6ccccc16,140.0,6.85,IC50,CHEMBL183243
212,CC(C)C[C@H](Nc1ccccc1c2ccc(cc2)N3CCNCC3)C(=O)NCC#N,158.0,6.8,IC50,CHEMBL183306
222,CCCC[C@H](NC(=O)OCC1(CCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c3ccccc3,34.0,7.47,IC50,CHEMBL184329
221,CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c3ccccc3,11.0,7.96,IC50,CHEMBL184403
272,CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCNCC3,2010.0,5.7,IC50,CHEMBL184514
214,CC(C)C[C@H](Nc1ccc(cc1)c2ccc(cc2)N3CCNCC3)C(=O)NCC#N,34.0,7.47,IC50,CHEMBL184859
224,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc3ccn[nH]3,5.2,8.28,IC50,CHEMBL185097
213,CC(C)C[C@H](Nc1cccc(c1)c2ccc(cc2)N3CCNCC3)C(=O)NCC#N,24.0,7.62,IC50,CHEMBL185431
258,COCCN(C)CCn1cnc2c(NC3CCCCC3)nc(nc12)C#N,200.0,6.7,IC50,CHEMBL186062
225,CN(C)S(=O)(=O)NCCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)NCc3cccnc3,130.0,6.89,IC50,CHEMBL186650
228,COc1ccccc1N2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(Cl)cc5)CC2,2100.0,5.68,IC50,CHEMBL186672
236,CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccccc2)C(C)(C)C)C(=O)C(=O)N[C@H](C)c3ccccc3,750.0,6.12,IC50,CHEMBL186778
