smiles,IC50
CC(C)CN1CC[C@](C1)(NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3)C#N,39
O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@]2(CCN(C2)C3CCCC3)C#N)N4CCOCC4,75
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5ccc(cc45)C#N)c6ccc(cc6)C(F)(F)F,21
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5cccnc45)c6ccc(cc6)C(F)(F)F,120
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5ccncc45)c6ccc(cc6)C(F)(F)F,58
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5cnccc45)c6ccc(cc6)C(F)(F)F,38
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5ccncc45)c6ccc(Br)cc6,77
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5ncccc45)c6ccc(Br)cc6,195
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4csc5cc(F)ccc45)c6ccc(cc6)C(F)(F)F,180
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)c4c(sc5cc(F)ccc45)C(=O)O)c6ccc(cc6)C(F)(F)F,100
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5ccccc45)c6ccc(cc6)C(F)(F)F,72
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4csc5cc(F)ccc45)c6ccc(cc6)C(F)(F)F,290
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2cccnc2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,3.5
CCC(NC(=O)[C@@H]1C[C@H](CN1)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,156
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,3.3
CCC(NC(=O)[C@@H]1C[C@H](CN1S(=O)(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,3.5
CCC(NC(=O)[C@@H]1C[C@H](CN1CC(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,45.4
CCC(NC(=O)[C@@H]1C[C@H](CN1c2ccccc2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,12.4
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)Sc2ccccc2)C(=O)c3oc4ccccc4n3,20.7
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)[S+]([O-])c2ccccc2)C(=O)c3oc4ccccc4n3,83.7
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccccc2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,3
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)CC)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,3.1
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C(C)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,2.4
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C2CCCCC2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,3.3
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C(F)(F)F)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,2.7
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)CCOC)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,3.3
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)N2CCCC2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,3.7
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccncc2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,3.3
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccc(Cl)cc2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,2
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2cccc(Cl)c2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,1.1
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccc(cc2)c3ccccc3)S(=O)(=O)c4ccccc4)C(=O)c5oc6ccccc6n5,4.1
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2Cl)C(=O)c3oc4ccccc4n3,2.3
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccc(F)cc2)C(=O)c3oc4ccccc4n3,3.2
CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccc(cc2)n3cccn3)C(=O)c4oc5ccccc5n4,3.2
CC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,18.1
CC(C)C(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,24.6
O=C(CNC(=O)[C@@H]1C[C@H](CN1C(=O)C2CCCCC2)S(=O)(=O)c3ccccc3)c4oc5ccccc5n4,36.6
CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,3.3
CC[C@@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,4.3
COC(=O)c1sc2cc(F)ccc2c1C3CCN(CC(O)Cn4nc(c5CN(CCc45)C(=O)C)c6ccc(cc6)C(F)(F)F)CC3,140
COC(=O)c1sc2cc(F)ccc2c1C3CCN(CC(O)Cn4nc(c5CN(CCc45)S(=O)(=O)C)c6ccc(cc6)C(F)(F)F)CC3,130
COC(=O)c1sc2cc(F)ccc2c1C3CCN(CCCn4nc(c5CN(CCc45)S(=O)(=O)C)c6ccc(cc6)C(F)(F)F)CC3,1800
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)c4c(sc5cc(F)ccc45)C(=O)NCCN6CCOCC6)c7ccc(cc7)C(F)(F)F,340
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)COc5cccnc45)c6ccc(cc6)C(F)(F)F,80
CS(=O)(=O)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(F)cc2)C(F)(F)F)C(=O)NC3(CC3)C#N,10
N#Cc1ncc2cc(Cc3ccccc3)n(C4CCCCC4)c2n1,390
Clc1ccc(Cc2cc3cnc(nc3n2C4CCCCC4)C#N)cc1,490
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC3(CC3)C#N,265
CS(=O)(=O)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NC2(CC2)C#N,2.5
N#Cc1ncc2cc(Cc3ccc(cc3)N4CCOCC4)n(C5CCCCC5)c2n1,980
CSC[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N,80
FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)CC1CC1)C(=O)NC2(CC2)C#N)c3ccccc3,0.6
CS(=O)(=O)C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N,2.5
CC(C)(C)Cn1c(Cc2ccccc2)cc3cnc(nc13)C#N,100
C[S+]([O-])C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N,729
CS(=O)(=O)C[C@H](N[C@@H](c1cccc(F)c1)C(F)(F)F)C(=O)NC2(CC2)C#N,6.4
Cc1ccc(Cc2cc3cnc(nc3n2CC(C)(C)C)C#N)cc1,930
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](C)C#N,2237
CC(C)(C)Cn1c(Cc2ccc(Cl)cc2)cc3cnc(nc13)C#N,460
COc1ccc(Cc2cc3cnc(nc3n2CC(C)(C)C)C#N)cc1,820
FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1ccc(Br)cc1)C(=O)NC2(CC2)C#N)c3ccccc3,0.3
CC(=O)Nc1ccc(Cc2cc3cnc(nc3n2CC(C)(C)C)C#N)cc1,320
FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1nc2ccccc2s1)C(=O)NC3(CC3)C#N)c4ccccc4,1.3
Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)Cc2ccccc2c3ccccc3)C(=O)NC4(CC4)C#N)C(F)(F)F,1.8
Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c2ccc(F)cc2)C(=O)NC3(CC3)C#N)C(F)(F)F,0.4
Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c2ccc(Cl)c(Cl)c2)C(=O)NC3(CC3)C#N)C(F)(F)F,0.2
CC(C)(C)Cn1c(Cc2ccc(NS(=O)(=O)C)cc2)cc3cnc(nc13)C#N,160
CC(C)(C)Cn1c(Cc2ccc(NS(=O)(=O)N)cc2)cc3cnc(nc13)C#N,220
Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)CC2CC2)C(=O)NC3(CC3)C#N)C(F)(F)F,0.4
FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1cccc(Br)c1)C(=O)NC2(CC2)C#N)c3ccccc3,0.2
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC(C#N)c3ccccc3,217
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@H](Cc3ccccc3)C#N,2834
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4,266
C[C@H](C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F,170
CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(Cl)Cl)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F,15
CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F,89
O=C(N[C@@H](C1CC1)C(=O)c2oc3ccccc3n2)O[C@@H](CC4CCCCC4)C(=O)N5CCOCC5,6.6
CN1CCN(CC1)c2ccc(CC#Cc3cnc(nc3NCC(C)(C)C)C#N)cc2,760
CC(C)(C)CNc1nc(ncc1C#CCN2CCc3ccccc3C2)C#N,840
CC(C)(C)CNc1nc(ncc1C#CCN2Cc3ccccc3C2)C#N,920
CC(C)(C)CNc1nc(ncc1C#CCOc2cccnc2)C#N,460
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5cc(Cl)c(Cl)cc45)c6ccc(Br)cc6,110
N#CN1CCCC1,25118.86
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5c(Cl)cccc45)c6ccc(cc6)C(F)(F)F,34
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H](NC2=O)Oc3ccccc3)OCc4ccccc4,330
CC(C)C[C@H](NC(=O)c1oc2ccc(OCCN3CCOCC3)cc2c1)C(=O)N[C@H]4CCCN(CC4=O)C(=O)Cc5cccc(c5)c6ccccn6,8.3
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H](NC2=O)OC(=O)c3ccccc3)OCc4ccccc4,20
CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3CCCN(CC3=O)S(=O)(=O)c4ccccn4,80
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H](NC2=O)S(=O)(=O)c3ccccc3)OCc4ccccc4,48
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc2ccc(OCC3CCCC3)cc2,1100
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccc(C)cc2)cc1,580
COc1ccc(cc1)C(=O)N[C@@H](CC(C)C)C(=O)NCCNc2ccc(OCC3CCCC3)cc2,480
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc2ccc(OCc3ccccc3)cc2,9500
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc2ccc(OC3CCCC3)cc2,4400
O=C(CCc1ccccc1)O[C@@H]2NC(=O)[C@H]2NC(=O)[C@H](Cc3ccccc3)NC(=O)OCc4ccccc4,41
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc2ccc(OC3CCCCC3)cc2,1200
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cc3ccccc3[nH]2)cc1,160
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccc(cc2)C(C)C)cc1,5700
C[C@@H]1CN(C[C@H](C)O1)C(=O)[C@@H]2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4,0.4
O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CC4CCC(C3)O4)S(=O)(=O)c5ccccc5,1
O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CC4(COC4)C3)S(=O)(=O)c5ccccc5,3
O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCCCC3)S(=O)(=O)c4ccccc4,0.8
CC1CCN(CC1)C(=O)[C@@H]2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4,0.5
CN1CCN(CC1)C(=O)[C@@H]2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4,2
O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCNCC3)S(=O)(=O)c4ccccc4,11
OC1CCN(CC1)C(=O)[C@@H]2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4,1
O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCS(=O)(=O)CC3)S(=O)(=O)c4ccccc4,4
Fc1ccc(NC(=O)[C@@H]2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4)cc1,26
O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCCC3)S(=O)(=O)c4ccccc4,2
O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCC3)S(=O)(=O)c4ccccc4,10
OC1CN(C1)C(=O)[C@@H]2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4,7
CN(C)C(=O)[C@@H]1C[C@@H](C[C@H]1C(=O)NC2(CC2)C#N)S(=O)(=O)c3ccccc3,6
FC(F)(F)c1ccccc1S(=O)(=O)[C@H]2CN[C@@H](C2)C(=O)NC3(CC3)C#N,2
O=C(NC1(CC1)C#N)[C@@H]2C[C@H](CN2C(=O)c3ccccc3)S(=O)(=O)c4ccccc4,13
Clc1ccccc1S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)c3ccccc3)C(=O)NC4(CC4)C#N,0.8
Clc1ccccc1S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3CCCCC3)C(=O)NC4(CC4)C#N,0.3
CC(=O)N1C[C@@H](C[C@H]1C(=O)NC2(CC2)C#N)S(=O)(=O)c3ccccc3Cl,1
COc1ccc(cc1OC)C(NC(=O)[C@@H]2CCCC[C@@H]2NC(=O)\C=C\c3ccccc3)C#N,640
FC1(F)C[C@H]([C@@H](C1)C(=O)N2CCOCC2)C(=O)NCC#N,830
O=C(NCC#N)[C@@H]1C[C@H](C[C@H]1C(=O)N2CCOCC2)S(=O)(=O)CC3CC3,230
O=C(NCC#N)[C@@H]1C[C@H](C[C@H]1C(=O)N2CCOCC2)S(=O)(=O)c3ccccc3,0.7
Clc1ccccc1S(=O)(=O)[C@@H]2C[C@H]([C@@H](C2)C(=O)N3CCOCC3)C(=O)NCC#N,0.5
FC(F)(F)c1ccccc1S(=O)(=O)[C@@H]2C[C@H]([C@@H](C2)C(=O)N3CCOCC3)C(=O)NCC#N,0.9
O=C(NCC#N)[C@@H]1CN(C[C@H]1C(=O)N2CCOCC2)S(=O)(=O)c3ccccc3,271
Clc1ccccc1S(=O)(=O)N2C[C@H]([C@@H](C2)C(=O)N3CCOCC3)C(=O)NCC#N,12
FC(F)(F)c1ccccc1S(=O)(=O)N2C[C@H]([C@@H](C2)C(=O)N3CCOCC3)C(=O)NCC#N,18
CC(C)(NC(=O)[C@@H]1C[C@H](C[C@H]1C(=O)N2CCOCC2)S(=O)(=O)c3ccccc3)C#N,3
O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCOCC3)S(=O)(=O)c4ccccc4,0.7
O=C(NC1(CCC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCOCC3)S(=O)(=O)c4ccccc4,4
CCCCO[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3,355
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@H](NC2=O)Sc3ccccc3)OCc4ccccc4,2500
CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@@H](C)C(=O)CNS(=O)(=O)c3ccccn3,20
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H](NC2=O)Sc3ccccc3)OCc4ccccc4,330
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H]3N(CCS3(=O)=O)C2=O)OCc4ccccc4,210
O=C(N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H]3[C@H]4N(CCS4(=O)=O)C3=O)OCc5ccccc5,3
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@H]3N(CCS3(=O)=O)C2=O)OCc4ccccc4,10
[O-][S+]1CCN2[C@@H]1[C@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)OCc4ccccc4)C2=O,70
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(CC(C)(C)N)CC3,1427
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C3CNCCO3,3368
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C(=O)N,1373
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C34CCN(CC3)CC4,1991
Brc1ccc(cc1)C(=O)N[C@@H]2CCCc3ccc(cc23)\N=C\N4CCCCCC4,1170
CN1CCN(CC1)C(=O)Nc2ccc3CCCC(NC(=O)c4ccccc4)c3c2,1290
CN1CCN(CC1)c2ccc3CCCC(NC(=O)c4ccccc4)c3c2,4000
CNC(=O)O[C@H]1COc2ccc(cc2[C@@H]1NC(=O)c3ccc(F)cc3)N4CCN(CC4)C5COC5,7.7
CNC(=O)O[C@H]1CCc2ccc(cc2[C@@H]1NC(=O)c3ccc(F)cc3)N4CCN(CC4)C5COC5,12.4
Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@@H](COCc3cccc(c3)C(=O)O)C#N)c1,2000
Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@@H](COCc3ccc(Cl)c(c3)C(=O)O)C#N)c1,1700
OC(=O)c1cccc(COC[C@H](NC(=O)[C@H](Cc2ccccc2)Nc3ccccc3)C#N)c1,2600
Cc1cccc(C[C@H](Nc2ccc3COC(=O)c3c2)C(=O)N[C@@H](COCc4cccc(c4)n5cnnn5)C#N)c1,1000
COc1ccc(cc1C(=O)C(C)(C)c2cc(Cl)cc(Cl)c2)C(=O)NCc3ccnc(n3)C#N,1000
CN(C)CCOc1ccc(cc1C(=O)C(C)(C)c2cc(Cl)cc(Cl)c2)C(=O)NCc3ccnc(n3)C#N,24000
COC(=O)c1cccc(N[C@@H](Cc2cccc(C)c2)C(=O)N[C@@H](COCc3cccc(c3)C(=O)O)C#N)c1,710
Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c3ccccc3)C(=O)N[C@@H](COCc4cccc(c4)C(=O)O)C#N)c1,46
O=C(NCC#N)[C@H](Cc1ccccc1)NC(=O)C(c2ccccc2)c3ccccc3,48
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NC(C)(C)C#N,114
O=C(N[C@@H](CCc1ccccc1)C#N)[C@@H](NC(=O)N2CCOCC2)C3CCCCC3,84
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc2ccccc2C)C#N,19
O=C(N[C@@H](COCc1ccccc1)C#N)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3,6
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](C#N)c2ccccc2,51
CC(C)(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)C#N,23
O=C(N[C@@H](COCc1ccccc1)C#N)[C@H](CC2CCCCC2)NC(=O)c3ccncc3,6
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc2cccc(Cl)c2)C#N,9
Cc1ccccc1COC[C@H](NC(=O)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3)C#N,7
O=C(N[C@@H](CCc1ccccc1)C#N)[C@H](Cc2ccccc2)NC(=O)N3CCOCC3,173
CC(C)[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)C#N,6000
CC(C)C[C@](C)(NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)C#N,76000
CC(C)CC[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](CCc2ccccc2)C#N,387
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCN(CC3)c4ccccc4C#N)c5ccc(I)cc5,120
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(cc6)C(F)(F)F,50
Cc1cc(ccc1Cl)c2nn(CC(O)CN3CCC(CC3)n4c(O)nc5ccccc45)c6CCN(Cc26)S(=O)(=O)C,60
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)N(CC(F)(F)F)c5ccccc45)c6ccc(Cl)c(C)c6,90
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(Cl)cc6,460
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(cc6)C(F)(F)F,50
CN1C(=O)N(C2CCN(CCCn3nc(c4CN(CCc34)S(=O)(=O)C)c5ccc(cc5)C(F)(F)F)CC2)c6cc(Cl)ccc16,100
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccc(F)cc45)c6ccc(I)cc6,230
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5cccc(C)c45)c6ccc(Br)cc6,210
CN1C(=O)N(C2CCN(CC(O)Cn3nc(c4CN(CCc34)S(=O)(=O)C)c5ccc(cc5)C(F)(F)F)CC2)c6cc(C)ccc16,30
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(Cl)c(Cl)c6,10
CN1C(=O)N(C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(Cl)c(C)c5)CC2)c6ccccc16,500
COCCNCCOc1ccc(COc2ccccc2Nc3nc(nc4c3ncn4C5CCCC5)C#N)cc1,71
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)N(CC#N)c5ccccc45)c6ccc(cc6)C(F)(F)F,100
NC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCN(CC3)c4ccccc4C#N)c5ccc(I)cc5,50
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(cc6)C(F)(F)F,60
CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c3ccccc3,430
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5cc(C)ccc45)c6ccc(Cl)c(C)c6,100
CCN1C(=O)N(C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(Cl)c(C)c5)CC2)c6ccccc16,310
COc1ccccc1N2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(I)cc5)CC2,600
Cc1ccccc1N2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)N)c5ccc(I)cc5)CC2,14000
OC(CN1CCN(CC1)c2ccccc2)Cn3nc(c4CNCCc34)c5ccccc5,5
CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)N[C@H](C)c3ccccc3,1600
CN1CCN(CCn2cnc3c(NC4CCCCC4)nc(nc23)C#N)CC1,150
CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NCCc5ccc6ccccc6c5,3.076
FC(F)(F)c1ccccc1S(=O)(=O)[C@H]2C[C@H](N(C2)c3ccnc(n3)C#N)C(=O)N4CCC(F)(F)C4,7
Clc1ccccc1S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CC3)N4CCC(CC4)c5ccccc5)C(=O)NC6(CC6)C#N,1.2
CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)S(=O)(=O)c2ccc(C)cc2C)C(=O)C(=O)NC3CC3,0.829
CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)S(=O)(=O)c2ccc(Cl)cc2C)C(=O)C(=O)NC3CC3,1.122
CC[C@H](NC(=O)[C@@H]1C[C@H](CN1c2ccccc2[N+](=O)[O-])S(=O)(=O)c3ccccc3C(F)(F)F)C(=O)C(=O)NC4CC4,1.002
CC[C@H](NC(=O)[C@@H]1C[C@H](CN1c2cc(C)nn2C3CCC3)S(=O)(=O)c4ccc(F)cc4C(F)(F)F)C(=O)C(=O)NC5CC5,2.979
CC[C@H](NC(=O)[C@@H]1C[C@H](CN1c2ccccc2[N+](=O)[O-])S(=O)(=O)c3ccccc3C(F)(F)F)C(=O)c4oc5ccccc5n4,1.83
CC[C@H](NC(=O)[C@@H]1C[C@H](CN1c2cc(C)nn2C3CCC3)S(=O)(=O)c4ccc(Br)cc4C(F)(F)F)C(=O)C(=O)NC5CC5,0.976
CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)C(F)(F)F)S(=O)(=O)c3ccccc3C(F)(F)F)C(=O)C(=O)NC4CC4,3.783
